1000
1000
-1.6071,0.1936
-1.5114,0.1904
-1.3011,0.1440
-1.1550,0.1351
-1.0453,0.1319
-0.9603,0.1296
-0.8920,0.1274
-0.8361,0.1255
-0.7893,0.1236
-0.7493,0.1213
-0.7147,0.1189
-0.6842,0.1167
-0.6571,0.1145
-0.6328,0.1122
-0.6109,0.1100
-0.5911,0.1079
-0.5729,0.1059
-0.5561,0.1039
-0.5406,0.1020
-0.5262,0.1003
-0.5130,0.0986
-0.5006,0.0971
-0.4890,0.0955
-0.4782,0.0941
-0.4681,0.0928
-0.4586,0.0915
-0.4497,0.0903
-0.4412,0.0892
-0.4331,0.0880
-0.4255,0.0868
-0.4182,0.0858
-0.4113,0.0848
-0.4047,0.0838
-0.3984,0.0829
-0.3924,0.0820
-0.3866,0.0811
-0.3811,0.0803
-0.3758,0.0795
-0.3707,0.0787
-0.3658,0.0780
-0.3611,0.0774
-0.3566,0.0767
-0.3522,0.0760
-0.3480,0.0754
-0.3439,0.0747
-0.3399,0.0741
-0.3361,0.0734
-0.3323,0.0728
-0.3287,0.0723
-0.3253,0.0717
-0.3219,0.0711
-0.3186,0.0706
-0.3154,0.0700
-0.3123,0.0695
-0.3092,0.0690
-0.3063,0.0685
-0.3034,0.0680
-0.3006,0.0675
-0.2979,0.0670
-0.2952,0.0665
-0.2927,0.0660
-0.2901,0.0656
-0.2877,0.0651
-0.2852,0.0647
-0.2829,0.0643
-0.2806,0.0639
-0.2783,0.0635
-0.2761,0.0631
-0.2740,0.0627
-0.2719,0.0623
-0.2698,0.0619
-0.2678,0.0615
-0.2658,0.0611
-0.2638,0.0608
-0.2619,0.0604
-0.2601,0.0600
-0.2583,0.0597
-0.2565,0.0593
-0.2547,0.0590
-0.2530,0.0587
-0.2513,0.0583
-0.2497,0.0580
-0.2480,0.0577
-0.2465,0.0574
-0.2449,0.0571
-0.2434,0.0569
-0.2418,0.0566
-0.2404,0.0563
-0.2389,0.0560
-0.2375,0.0558
-0.2361,0.0555
-0.2347,0.0552
-0.2333,0.0550
-0.2320,0.0547
-0.2306,0.0545
-0.2293,0.0542
-0.2280,0.0540
-0.2268,0.0537
-0.2255,0.0535
-0.2243,0.0532
-0.2231,0.0530
-0.2219,0.0527
-0.2207,0.0525
-0.2196,0.0523
-0.2184,0.0520
-0.2173,0.0518
-0.2162,0.0516
-0.2151,0.0514
-0.2141,0.0512
-0.2130,0.0510
-0.2120,0.0508
-0.2110,0.0506
-0.2100,0.0504
-0.2090,0.0502
-0.2080,0.0500
-0.2070,0.0497
-0.2060,0.0495
-0.2051,0.0493
-0.2041,0.0491
-0.2032,0.0489
-0.2023,0.0488
-0.2014,0.0486
-0.2005,0.0484
-0.1996,0.0482
-0.1987,0.0480
-0.1979,0.0478
-0.1970,0.0477
-0.1962,0.0475
-0.1954,0.0473
-0.1945,0.0472
-0.1937,0.0470
-0.1929,0.0468
-0.1922,0.0467
-0.1914,0.0465
-0.1906,0.0463
-0.1898,0.0462
-0.1891,0.0460
-0.1883,0.0458
-0.1876,0.0457
-0.1868,0.0455
-0.1861,0.0454
-0.1854,0.0452
-0.1847,0.0451
-0.1840,0.0449
-0.1833,0.0448
-0.1826,0.0446
-0.1819,0.0444
-0.1813,0.0443
-0.1806,0.0441
-0.1799,0.0440
-0.1793,0.0438
-0.1786,0.0437
-0.1780,0.0435
-0.1774,0.0434
-0.1767,0.0432
-0.1761,0.0431
-0.1755,0.0430
-0.1749,0.0428
-0.1743,0.0427
-0.1737,0.0426
-0.1731,0.0424
-0.1726,0.0423
-0.1720,0.0422
-0.1714,0.0421
-0.1709,0.0419
-0.1703,0.0418
-0.1698,0.0417
-0.1692,0.0416
-0.1687,0.0415
-0.1681,0.0413
-0.1676,0.0412
-0.1671,0.0411
-0.1666,0.0410
-0.1660,0.0409
-0.1655,0.0408
-0.1650,0.0406
-0.1645,0.0405
-0.1640,0.0404
-0.1635,0.0403
-0.1630,0.0402
-0.1625,0.0401
-0.1620,0.0400
-0.1616,0.0399
-0.1611,0.0398
-0.1606,0.0397
-0.1601,0.0396
-0.1597,0.0395
-0.1592,0.0393
-0.1588,0.0392
-0.1583,0.0391
-0.1579,0.0390
-0.1574,0.0389
-0.1570,0.0388
-0.1566,0.0388
-0.1561,0.0387
-0.1557,0.0386
-0.1553,0.0385
-0.1548,0.0384
-0.1544,0.0383
-0.1540,0.0382
-0.1536,0.0381
-0.1532,0.0380
-0.1528,0.0379
-0.1524,0.0378
-0.1520,0.0377
-0.1516,0.0376
-0.1512,0.0376
-0.1508,0.0375
-0.1504,0.0374
-0.1500,0.0373
-0.1496,0.0372
-0.1492,0.0371
-0.1489,0.0370
-0.1485,0.0369
-0.1481,0.0368
-0.1477,0.0368
-0.1474,0.0367
-0.1470,0.0366
-0.1466,0.0365
-0.1463,0.0364
-0.1459,0.0363
-0.1456,0.0363
-0.1452,0.0362
-0.1449,0.0361
-0.1445,0.0360
-0.1442,0.0359
-0.1438,0.0359
-0.1435,0.0358
-0.1432,0.0357
-0.1428,0.0356
-0.1425,0.0355
-0.1421,0.0355
-0.1418,0.0354
-0.1415,0.0353
-0.1412,0.0352
-0.1408,0.0351
-0.1405,0.0351
-0.1402,0.0350
-0.1399,0.0349
-0.1395,0.0348
-0.1392,0.0348
-0.1389,0.0347
-0.1386,0.0346
-0.1383,0.0345
-0.1380,0.0345
-0.1377,0.0344
-0.1374,0.0343
-0.1371,0.0342
-0.1368,0.0342
-0.1365,0.0341
-0.1362,0.0340
-0.1359,0.0340
-0.1356,0.0339
-0.1353,0.0338
-0.1350,0.0337
-0.1347,0.0337
-0.1344,0.0336
-0.1341,0.0335
-0.1339,0.0335
-0.1336,0.0334
-0.1333,0.0334
-0.1330,0.0333
-0.1328,0.0332
-0.1325,0.0332
-0.1322,0.0331
-0.1319,0.0330
-0.1317,0.0330
-0.1314,0.0329
-0.1311,0.0328
-0.1309,0.0328
-0.1306,0.0327
-0.1304,0.0327
-0.1301,0.0326
-0.1298,0.0325
-0.1296,0.0325
-0.1293,0.0324
-0.1291,0.0323
-0.1288,0.0323
-0.1286,0.0322
-0.1283,0.0322
-0.1281,0.0321
-0.1278,0.0321
-0.1276,0.0320
-0.1274,0.0319
-0.1271,0.0319
-0.1269,0.0318
-0.1266,0.0318
-0.1264,0.0317
-0.1262,0.0317
-0.1259,0.0316
-0.1257,0.0315
-0.1255,0.0315
-0.1252,0.0314
-0.1250,0.0314
-0.1248,0.0313
-0.1245,0.0313
-0.1243,0.0312
-0.1241,0.0312
-0.1239,0.0311
-0.1236,0.0311
-0.1234,0.0310
-0.1232,0.0310
-0.1230,0.0309
-0.1228,0.0309
-0.1225,0.0308
-0.1223,0.0308
-0.1221,0.0307
-0.1219,0.0307
-0.1217,0.0306
-0.1215,0.0306
-0.1213,0.0305
-0.1211,0.0305
-0.1208,0.0304
-0.1206,0.0304
-0.1204,0.0303
-0.1202,0.0303
-0.1200,0.0302
-0.1198,0.0302
-0.1196,0.0301
-0.1194,0.0301
-0.1192,0.0300
-0.1190,0.0300
-0.1188,0.0299
-0.1186,0.0299
-0.1184,0.0299
-0.1182,0.0298
-0.1180,0.0298
-0.1178,0.0297
-0.1176,0.0297
-0.1174,0.0296
-0.1172,0.0296
-0.1170,0.0295
